review	rating
مقنع	4
يجنن	5
كتير لذيذ والشاورما عنده روعة	5
جيد ولاكن بطئ بسبب الزحمة	3
ظريف	3
أطيب شاورما	5
ارقى مطعم	5
ولا الذ	5
جيد	5
مطعم ممتاز ورائع	5
رائع	3
كتير طيبة عندو فرانسيسكوو👍👍	5
مطعم جيد واكلاته طيبة واسعاره مناسبة 	5
طيب اكل مالته 	4
رائع بس اسعاره غالیه	4
اكله طيب بس مافيه جلسه	4
ممتاز	5
المطعم راااااءع جددددا😘👏👏👌👌👍	5
كل شي عند برير طيب	5
ما عاد بربر متل قبل	3
خدمة سناك سريعة مناقيش شاورما مشاوي فلافل 	5
نرجو من صاحب المطعم الاهتمام بشكل افضل لان اكله طيب بس الخدمة والديكور بدون شغل اكتر مشان يضلو مطعمو افضل 	3
أكل طيب ونظيف وخدمة ممتازه	5
شهي	4
مطعم ممتاز ومناسب	4
مطعم جيد وخيارات متنوعه	4
مقبول لابأس بأكله 	3
غالي جدا لازم تبيع عشيرتك حتى تاكل بيه و ظل سدد افلوس الحد ما تموت	1
جيد	3
الازدحام المروري في موقعه وازدحام الزبائن يسبب في امتعاض بعض رواده وتغيير وجهة تناولهم الطعام عنده..	3
رائع	4
الي بس رائع	5
ديلفري سريع ومرتب	5
جميل جدا	4
غلاء الأسعار وعدم جودة الطعام	2
اكثر من رائع 	5
 وجباته لذيذة	5
مكاان جميل جدا 	4
اكل طيب ونظيف ورائع	4
وجبات سريعة	5
لقمة طيّبة	4
منووشة مميزة 	4
جيد جدا واسعاره مناسبة	5
اكل نظيف وخدمات جيده ولكن المكان ضيق	3
عندو شاورما طيبة 	5
المطعم جميل واﻻكل رائع	5
من افضل المطاعم الموجودة في بيروت	5
جيد جدا.	5
طيب	3
Everything is here كل انواع الاكل متوفرة وبجوده جيده 	4
الاكل نظيف جدا ً لكن السعر غالي	5
جميل ومكتض جدا	4
جميل جميل جميل جداا	5
اكل مميز	5
طعام لذيذ جدا 	5
مطعم كثير طيب 	5
مطعم جدن راقي	5
اكل جيد جدا	4
جيد جدآ	5
يد و متنوع	3
سندويشات.... مكان شعبي . .	3
اكل طيب	5
صجة وعجقة جدآ	1
جيد جدا	4
مطعم ممتاز	5
لقمة هنية	2
جيد	1
للاكلات اللبنانية السريعة. . اختار بربر …	3
ممتاز	5
مجموعة مطاعم .. فد شي ... تموووووت	4
جدا لذيذ	4
احلى طعام وطيب جدا وأسعار جيدا نوع ما 	5
جيد	3
يعني البرگر مالتة فدشيي اشرررد 😍	5
ارجع من صاحب المطعم مراقبة شواي الحم ﻻن غير مراقب	5
الطعام لذيذ	4
لكن غالي	5
جيد	5
يبدو جيدا 	2
جميل	5
مطعم ممتاز	5
رائع	5
طيب	5
المكان ليس واسع	1
ممتاز 	5
مطعم للمأكولات السريعة	3
ممتاز	5
رجوع اله العراق	5
لذيذ	4
شاورما	5
خراة	1
من افضل المطاعم 	5
أحبه 	5
رائع	5
جيد جدا ممتاز	5
من الأماكن الجميله خدمه مميزه وطعام فاخى	4
فروع كثيره ...وين ما تروح تشوف باربر امامك ....يعني لازم تاكل غصبا عليك ....بس طيب اكلهم …	5
أكله طيب كثير	4
شاورما الدجاج لذيذه	4
مجموعه مطاعم بربر ممتازه جدا ونظيفه وتلبي كافة طلبات الزبائن	4
مطعم نظيف واكل طيب	4
مطعم نظيف واكل ممتاز	4
من المطاعم المتميزه في بيروت احرض على زيارته	5
غني عن التعريف وطعام لذيذ	4
مزدحم والطلبات تتاخر كثيرا وجودة الطعام ليست كما كانت (لبعض الاطباق) احد مسؤولي اخذ الطلبات عرض علي الغاء طلبي مرتين لاني سألته ان يساعدنا بتسريع الطلبات التي تاخرت اكثر من نصف ساعة	2
أفضل سندويش بالبنان	5
طعمه ممتازه ونظافه وسعر مميز . لا يمكن زياره بيروت بدون المرور علي بربر. الخدمه بطيئه بعض الشيء	5
مكان وقوف جميل	3
حيد جدا ..انصح بالذهاب لهذا المطعم	5
مطعم رائع وفيه تشكيلة كبيرة من الأطعمة	5
غالي واكله عادي	1
مكان يستحق النقود	5
مكان مريح والطعام لذيذ جدا	5
من اطيب المطاعم وانظفها في بيروت والجميل انو لديه كل شي عن الاكل والشراب	4
الاستمتاع في نكهة المطبخ اللبناني الاصيل	5
و مع الأحبة كل شيء أجمل ... اللي بدو ياكل ... يروح ع بربر	5
مطعم وجبات سريعة يقع في شارع الحمراء، وهو يقدم تشكيلة من الوجبات السريعة والساندويتشات المتنوعة وعلى رأسها الشاورما اللبنانية اللذيذة .	4
احلى شي على السريع بلبنان	5
لازم تمر هالمطعم اذا مريت عبيروت 👍👍🏻👍👍🏻👍	5
مطعم رائع في بيروت شارع الحمراء .. وأسعاره مناسبة ويقدم تشكيلة جميلة ومتنزعة من المأكولات والمشويات اللبنانية وغيرها	5
هو غني عن التعريف وطعامه رائع ولذيذ	5
طعامه وسعر جيد جدا	5
تحيه من الاردن الى مطعم بربر العزيز❤ إحلا الماكولات في مطعم بربر الحبيب ❤ بيروت _شارع الحمرا 🌹🌹🌹	5
لم يعد كما كان بربر	5
) هوا بيروت و احلا اكلات من مطعم Barbar بيروت. شارع. الحمراء	5
اطيب لحمربعجين ذقته	5
الطعام رائع بكل معنى الكلمة	5
بربر بعد وهيفاء ماكلة منة	5
مطعم متميز بمأكولاته و سعره المناسب	4
جيد واسعاره جيدة نوعا ما	3
الاكل لذيذ جدا 😋..... المكان مزدحم	4
اطيب آكل	5
لا يأكل	1
جميل	5
جيد	3
ولا اروع كل شيي عجيييب عند بربر	5
شاورمتهم بالراس لذيذة اللي باللحم	5
مطعم جميل بس ابعد عن الكول سلو او سلطة ملفوف مع مايونيز	4
مطعم شعبي .. اكل متنوع .. لازم الواحد يزوره من يجي على بيروت	4
متنوع ولذيذ وأسعاره جيدة	3
وسط مو زياده بصراحه	2
اجمل سناك بلدنيا بدك شاورما ماتنسى طعمتها علبك بربر	5
مطعم ممتاز واكل لذيذ وجوده عاليه والخدمة ممتازه ويوجد به جميع انواع الطعام 👍🏻	5
جيد جدا	5
اكل لذيذ وسعر رخيص	4
مطاعم بربر خدمة سريعة وطعام نضيف ولذيذ واسعار مناسبة جدا …	5
خدمات جيده وطعام لذيذ	5
طعم رائع	5
من اطيب المطاعم التي زرتها في لبنان ويعمل ٢٤ ساعه	5
بربر... الاسم الأول في الوجبات اللبنانية اليومية السريعة	5
جميله جدآ	5
مطعم ممتاز وإدارة جميلة وأخص المدراء حسن شمص وعباس قبيسي 	5
من افضل واطيب مطاعم لبنان	4
ممتاز الطعام والخدمة	5
ماكولات متنوعه وطيبه ولها نكهه خاصه	3
طعام لبناني شهي ومستوى شعبي مقبول	5
 انه رايع ولزيز	5
رائع	1
مشكلته ماراح تقدر توقف أكل .... لذيذ وسعر ممتاز 👌🏻 لكن الشورمات ماعجبتني خاصه اللحم 	5
اكلهم نضيف وطيب	3
أكله حلو مررره وبالأخص اللحم بالعجين وسعره رخيص جدا مقارنه بالمطاعم الباقية	5
اجمل شي في بربر انه كل شي عنده وكلشي طيب وسعره رخيص لكن المكان ضيق ومزدحم	4
رائع جداً	5
مطعم شعبي الاكل لذيذ خصوصا المقبلات والاسعار مناسبه وفي متناول الجميع انصح فيه بشده	5
شاورما لذيذة وزحمه جدا بسبب المطعم ممتاز	4
أرقى انواع الأكلات السريعه و بالأخص الفلافل بالشرق الأوسط	5
الاسعار مناسبة وموقع المطعم جيد جدا	4
طعم لذيذ جدا اسعاره كتييير مرتفعه كونه شعبي	3
يتميز بإكلاته الشهية والرائعة	3
انه مطعم رائع	5
يوجد في مشويات و معجنات لكنه مميز في العصيرات و برجر الحم	3
أفضل مطعم بالمنطقة	5
أفضل امل على مستوى لبنان	5
جيد طعام طيب نظيف عأئلي	4
مطعم شعبي، يقدم الأطعمة الشرقية، والشاورما الرائعة، والمقبلات، والسندويشات الباردة والحارة. أنصح به، لا تفوتوا فرصة تناول الطعام هنا عند زيارتكم لبنان، لن تندموا أبدا.	5
مطعم رائع مميز بالبرجر والشاورما	5
مطعم مرتفع الاسعار مقابل خدمة بسيطة	2
بربر يغنيك عن الذهاب لأي مطعم ، كل شيء موجود لديهم من شاورما ومعجنات وفلافل وعصيرات و مشاوي ، رغم الزحمة إلا انهم سريعين بتجهيز الطلبات .	4
 مطعم رائع ومتميز فى شوارع من نار تنوع جميل وفريد من المحلات والمقاهى والكوفى شوبات والبارات والمطاعم عيش اللحظات التى لن تنسى	5
مطعم رائع، تقريبا عنده كل شي، نضيف وسريع وجدا لذيذ !	5
رائع وكلامي راح يزيد روعه عن اللي يقال كل سنه انزل بيروت ١٠ ايام و٣ وجبات في بربر صرت من الزبائن المعروفين	5
مطعم شعبي جميل لكن أسعاره جهنم غالي جدا	5
مطعم مناسب طعام ووجبات لذيذة انصح به	5
اكله جدا ممتاز ونظيف ...اتمنى التوفيق لكل طاقم المطعم…	5
اكله طيب بس شوووي غالي	4
مطعم مشهور يمتاز بالسعر المعقول واللذة في الطعم	4
موقع مميز ..وسط العاصمة الحبيبة بيروت	4
اكلك طيب وخدمة جيدة لكن صالة المطعم صغيرة	4
بربر عبارة عن عدة مطاعم متجاورة. لابد من تناول الطعام هنا عند زيارة شارع الحمرا الشهير و تجربة الأطعمة المحلية لبيروت. لديهم كل مايخطر بالبال، شاورما- فطاير-مشاوي-السندويتشات الغربية على الطريقة اللبنانية. Eating here and trying lebanon local cuisine is a most when visiting alhamra street. You will find "western" food as well, but customized the Lebanese way.	5
روعه نظافه رخص الاسعار خدمه سريعه	5
مطعم شعبي طيب ولذيذ	5
الصراحه عادي وفي احسن من	4
مطعم شعبي كبير جدا جلساته شعبية جدااااا تمام تكون مزعجة ضيقة جدا ولكن من الذ المطاعم التي يمكن أن ناكل بها في بيروت له أكثر من فرع اكله لذيذ جدااااا أسعاره جيدة جداااا الخدمة أكثر من رائعة	5
من اجمل و انضف و ارخص المحلات في بيروت و معظم اكله ممتاز خصوصا الطاووق و الفروخ و شاورما اللحم و الفراخ و الكفته،بس الكباب و الريش اللحمه حلوه بس تتبيل ضعيف جدا و مالهاش طعم، الايس كريم عنده وهمي معظم الأنواع طعمها تحفه ،،الشوكليت و الاوريو و التوت و الفراوله و سنيكرز ، مكان اكله ممتاز و أرخص سعر في بيروت تقريبا	4
مطعم بربر مطعم جيد والسندويشات جيده ولكن في محل العصائر ليس جيد لان المعامله غير جيده لان عصير بالنهار شكل وبالعشيه شكل تاني مثل طلبت افوكادو بالنهار كان العامله بيحط كل المكونات الي في عصير الافاكادو ولكن عشيه بطلب نفس العصير وغير عامل بعطيني عصير نقص في مكونات العصير باسئله بيخبرني العامل هو هيك والمعامله سيئه كانه انت بتاخذ بدون مصاري كانه هو بعطيك من عنده ارجو منكم ملاحظة هذا.	4
مطعم رائع	5
ممتاز جدأ	5
مأكولات شرقيه وجيده مع اسعار جيده	4
مغلق	1
سد البوشرية	1
ممتاز	5
مكان راقي جدا ومودرن	5
ممتاز	5
ممتاز للسهر واكل ممتاز و عروض ممتازه	5
المكان جميل سوا الاكل أو الجو العام مكان رومنسي أفضل مكان للسهره مع العايلة	5
خدمة مميزة وطعام شهي ونظافة وأجواء جميلة	5
مكان جميل و سهره احلا	5
ممتاز	4
مطعم شرقي ب امتياز اطباقه لذيذة و اجوائه تأخذك ل عالم آخر و الخدمة ممتازة أنصحكم ب زيارة له 	5
طعامه جد لذيذ	5
شي بيشهي	5
خدمة رائعة ، طعام جيد جدا ، طاوللت مريحة ، مكان مبرد ، تلفزيون ، طاقم عمل ممتاز.	5
ممتاز جدا .. أكل أكثر من ممتاز ... وخدمة مميزة	5
كويس ولذيذ	3
غالي الثمن وواجباته غير شهيا لاكن الحم بعجين جيد جدن	5
احلى ابو عبدو ملك المشاوي واللحم بعجين والله	5
اسعار  مناسبة	5
روعة	4
مطعم للمشاوي الحلبيه	5
جيد	5
معلم	4
جيد جداً كميات الطلب متوسطة السعر متوسط	4
رررررائع ب كل شيء أحببته جدآ أنصحكم ب أن تجربو 	5
لا تطوفكم الكنافه .. اما المقبلات والاطباق الرئيسيه فهي لذيذه جدا جدا ومميزه .	5
مطعم جميل من جميع النواحي .. الاكل لذيذ ومنظر الغروب والإطلاله شي رائع .. يستاهل الزياره	5
الخدمة سيئة .. الاكل اسوأ .. طلبنا اكتر من وجبة ولا وحدة قدرنا نخلصها .. الشنكليش و الموزاريلا ستيكس اطيب شي .. الاركيلة بتطفي 10 مرات ليجيبو فحم .. ببساطة هالمحل بس قعدة حلوة عالبحر وانت وحظك بالاركيلة .. المشروبات منوعة و طيبة	1
مكان رائع... والطعام جيد جداً	5
المكاااان جداً جميل ورايق واحلااااااا مكان مريته ببيروت انصحكم فيه خاصه الـ WAITER غسان	5
مكان جميل وهادئ وأطلالة رائعة ... جلسنا المرة الأولى في صالة خارجية كان الطاقم جداً محترمين والمرة الثانية في الصالة الداخلية للأسف الطاقم في الصالة الداخلية خلونا نشعر أننا جالسين ببلاش مع العلم أننا أربع اشخاص ودفعنا لا يقل عن ٦٠ دلار فقط أراكيل ومشروبات ... خدمة الصالة الخارجية افضل والختيار صاحب المكان جدا رجل محترم ..	1
جلسة مطلة على اجمل موقع تاريخي في لبنان الخدمة جيد جدا انصح بزياته	5
مكان رائع وخدمة مميزة موظفون محترمون واجواء فخمة شكرا لكم اصدقائي	5
مكان راقي وخدمة ممتازة	5
مكان راقي جدا وشاعري	3
مكان جميل ارتحت كثيرا	5
منظر خلاب لصخرة الروشة .. والمكان اجمل .ولكن الأسعار مرتفعة	4
مطعم ومقهى مطل على صخرة الروشة اسعاره مرتفعة الى حدا ما	4
مرسى يخوت وممشى رائع	5
مكان رائع بتشوف غروب الشمس وكانك لامس الشمس	5
من افضل الأماكن في الروشة والطعام ممتاز	5
من اجمل الاطلالات في العالم	5
مطعم ومقهى على البحر جميل والخدمة فيه ممتازة وهو مناسب لقضاء وقت مريح وخاصة في الليل	3
جميل مقهي ومطل علي روشه	5
منظر جدا جميل امامك البحر يوجد صخرة كبيرة	5
المطعم لذيذ جدا	5
جدا حلو هالمكان	3
مايميز المطعم فقط موقعة ،، وولا اكله مشي حالك	1
احلا مطعم عالروشه والأكل والأركيلي عندو فخامه وبشكر الطاقم الي فيه عالذوق الي عندن وبالأخص يوسف سمر إنتصار وأنس رائعين بمعنى الكلمه ونشاء الله شوفكن عن قريب	5
شي فخامة منظر الروشة من عند الباي روك	4
مكان رائع للهروب من صخب الحياة و الاستماع لعزف موج البحر في جلسات خارجية أكثر من رائعة و مطلة على صخرة الروشة... مع احتساء زنجبيل بالعسل في الطقس البارد	4
أطلاله ساااااحره عالصخره مباشره 👌🏻😍 الشيشه مو حلوه🔕	5
أحلى مطعم عالروشه	5
جميل الروشه	5
اسوء اكل بلبنان كلو	2
إطلالة رائعة وجلسة مميزة	5
ماحبيته وكلهم مو مره زين. يكتفى بمشروبات فقط. لان اطلالته زينه على صخرة الروشه	2
مكان جميل مع خدمة جيدة وطعام لذيذ	5
رائع جداً والاطلالة متميزة	5
جيد	3
ممتع كلش الاكل والخدمه ممتازة أيضا والمنظر مطل على الصخره يعني استمتاع تحياتي	4
الكافيه رائع والاكل جيد ومن الإمكان التي انصح بها	5
عجبني فيه الاكل والاطلالة	4
ممتع	5
جميييل و إطلالة جميلة	4
اهم مايميزه الجلسة الخيالية و الموقع الممتاز اطلالة مباشرة على صخرة الروشة لكن اعتقد انه لايوجد مكان لغير المدخنين	4
اطلالة جميلة	5
كانت تجربه جيدة وممتعة وانه مطعم جميل وانيق يقدم اطيب واشهى الوجبات	5
جميل	5
جيد	4
جدا ممتاز والموظفين تعامل راقي جدا	5
مطعم رائع ومناظر خلابة	5
خدمة رائعة ومنظر جميل	5
شكرا لك ، نتمنى أن تزورنا مره ثانية 	5
جيد و لكن هناك استغلال في الطابق العلوي اما الطابق السفلي جيد و انصح به	3
قعدة بتجنن وكتير رواق وأكل طيب والاركيلة كمان كتير طيبة ..عنجد كتير محل مميز	5
جميل ألموقع والجلسات	4
رائع	5
اطلالة جميلة و طعام لذيذ	5
موقع جميل و لطيف	3
الجلسات غير جيدة	1
ممتاز لكن يعيبه اسعاره المرتفعة 	5
عندما تتجول على شاطيء الروشة .. اجعل الاستراحة في هذا المكان .. جميل و خدمة جبدة ..	4
غنية عن التعريف وعنوان لبنان	5
إطلالة رائعة ومكان نظيف	5
اكلات روعة خدمة ممتازة	4
جيد	4
الروشة	5
الخدمه ما كنت ممتازة 	3
اطلالة رائعة على صحرة الروشة من سفح مرتفع 	4
منظر خلاب	5
جيدا	5
رائع وشيشة طيبة كتير	5
أطيب حاجة عصافير التين وكمان السودة 😋😋😋😋😋	5
اجمل اوقات للاستراحة .. بعد رحلة على الكورنيش ..	4
روووعه	5
احلى مطعم عالروشة خصوصي اول طاولة بالزاوية عند البِلور مكاني 	5
اكيد احسن مكان في الروشة واني من كوردستان العراق 	5
الاطلالة على صخرة الروشة	4
روعه	5
روح بيروت	4
خخخخخخخ	5
اكله لذيذ جدا اسعاره جدا عاديه …	5
المكان رائع ونظيف مع خدمة ممتازة باهظ الثمن $$	4
ممتاز جدا .. جودة الطعام و الخدمة و النظافة 👍 و المطل على الروشة	5
المكان ممتاز جدا والاكل حلو بس لازم تنتبه على الفاتوره	4
مكان مميز يستحق الزيارة يتميز بإطلالته على صخرة الروشة	4
القعدة حلوة والخدمة جيدة بس الاسعار غالية كتير وفوق هاد بياخدو ع موقف السيارات ..	3
جيد	2
رائع	5
كيفو لشيف زهير	5
مطعم لطيف	4
مطبخ	5
للأسف المطعم لايحمل من حضرموت إلا الإسم .. مع جزيل احترامي للأخوه السوريين اصحاب المطعم ، لايجيدون المندي الحضرمي ولا المظبي الحضرمي وليس هناك صله للمطعم بالأكل الحضرمي نهائياً ، مجرد اسم فقط	1
من ناحيه الأكل عادي جداً والنكهه الحضرميه مفقوده تماماً يعني فيه مطاعم سوريه يعملو مندي قريب أكثر للنكهه الحضرميه، اما من ناحيه الديكور 0/10 له علاقه بحضرموت مش فاهم ليش تسمي المطعم حضرموت اذا الزبون لما يدخل المطعم ما بيحس بلجو الحضرمي الديكور كله حديث ومافيش أي شي من التراث الحضرمي أو اليمني بشكل عام، يعني المطعم معجون مش مستقرين على شيء ديكور حديث، شويه أشياء بدويه وأغاني عراقيه!! يعني أنا كاحضرمي الموضوع مستفزني جداً ياكونو قد الأسم أو بطلو. وغالي جداً	1
مطعم يمني جيد أسعاره معتدلة و ديكور رائع	4
أشهى المأكولات اليمنية الخليجية.. جو هادئ و خدمة ممتازة	4
جميل جدا و اكل لذيذ	5
جيد واللحم المندي طيب	4
مطعم راقي جدا وخلاب يتمتع بموقع جيد وموائد تراثية متألقة لعشاق التراث كما يتميز بتقديم أصناف متعددة من المأكولات	5
مطعم مندي حضرموت - مأكولات شعبية خليجية وحضرمية في قلب بيروت النابض حي الحمراء مقابل ممشى الروشة مكان جيد ومناسب لقضاء أوقات ممتعه هناك كما انه يوجد جلسات ارضية وطاولات حسب الرغبة ملاحظة لا توجد مواقف خاصة للسيارات 	2
أكل نضيف وقعدة مرتبه .. ولاكن لايحتوي على طباخ يمني ليطابق نفس المذاق الحضرمي متل مسمى المطعم	3
من اجمل المطاعم الخليجية .. جلسة عربية مميزة و اكلات خليجية بأمتياز	5
طيب وجلسة مميزة بس غالي شوي	5
تنقصه النكهة اليمنية الاصيلة	3
الطعام والمعاملة والنظافة والخدمة ممتازة مطعم متكامل في كل شيء	5
جلسة عربية و اكلات خليجية على اصولها	5
الطعام الذي يقدمه ليس جيدا	1
كتير طيب بس بنصح 	4
جيد	5
جواني	5
انا الآن هنا	5
مطعم رائع 	5
معاملة 	1
مقهى و مطعم قديم حافظ مطولاً على رفضه تقديم " الخمور " في محله ( لا ادري إن كان لا يزال محافظ على هذا التقليد الحميد ) , من الجيد لنا كمسلمين فعلاً ان نذهب إلى مطعم في مدينتنا و لا ننصدم بما يتعارض مع تعاليم ديننا الجنيف من تقديم خمور و لحم خنزير	3
Zero star for food, 5 stars for view لا تفكر تطلب أكل ولا كبة ولا شي. اركيلة جيده مع فنجان قهوة	1
جيد و رائع	5
مكان معفن و قذر و الستاف حراميه و نصابين زي معظم مطاعم الروشه، قعدنا فيه يوم الاربعاء 12-9-2018 الساعه 6:30 مساءا و طلبنا الاوردر ليمون بالنعناع و فجآه نزلنا مياه بالعافيه و احرجته مرتين و قولتله مش واخد المياه لاني ما طلبتهاش،قالي لا لازم تاخدها و بتنزل اجباري علي الحساب قولتله ده شغل سرقه و حراميه و قومت سيبت المكان و مشيت و رغم موقعه المميز قدام سخره الروشه الا انه نتيجه السرقه و الستاف الغير محترم و اسلوبهم اقذر ما يكون فالمكام بتعدي عليه تلاقيه فاضي عشان ما حدش طايق يدخله، تحذير ابتعدوا عن الاماكن الي علي الروشه و خصوصا المكان ده لانه نصاب و العاملين غير محترمين و اتعاملوا معاهم بمنتهي الحزم عشان ما حدش يستغلكم	1
مطعم ذو اطلالة جميلة على الروشة	5
اطلالة حلوة واكل جيد وكبة نية ممتاز	4
اجمل قعدي بلبنان	4
تاريخ ومذاق	3
مكان رائع خدمة ممتازة	5
اطلالة رائعة وخدمة ممتازة	4
مطعم رائع خدمه ممتاز لقمه هنيه اسعار معقوله جدا	5
موقع جميل و شيشة ممتازة	4
اطلالة رائعة وخدمة بتجنن 💕	4
اجمل موقع على البحر أمام صخرة الروشة	5
مطعم جميل جدا واطلاله جميله على البحر 	4
مطعم تاريخي ومأكولات لذيذة ولكنه يحتاج إلى تجديد فجمال المنظر لا يتناسب مع قدم الديكور والأساس في المطعم	3
جيد	3
ولا اروع من هيك اطلاله	5
مطعم ومكان جيد لتمضية وقت ممتع من بعد االعمل	4
مكان جميل والاكل روعه والاسقبال جدا حلو	4
ممتاز يستحق التجربة	5
الاكل اللبناني الاصيل واحسن خدمه واسرع ديليفري الله يديمهم	5
لذيذ	4
اكل بيت يومي	5
مقبوال	2
مكان جميل	4
مكان مرتب والأجواء كثير حلوى	5
فخم و راقي .. جودة الطعام ممتازة	4
مطعم جميل جدا وهو ملك للفنان نفسه الذي يغني فيه يقيمون ب استعراضات جميله وهي فكره جديده في محلات السهر اللبنانيه نظيف جدا جدا ويعتبر فخم كون كراسيه مريحه للغايه والحمام فخم ونظيف جدا يفضل الحجز مسبقا بالذات ليله السبت والاحد والافضل دايما حتى تستطيع الحصزل على طاوله جميله لديهم طريقيتن للدفع اما عشاء او فقط حلويات وفاكهه مع الدفع على الشخصوهذا ما يتم اكتشفه عند التسديد لذا ارى لت فائده من عدم طلب العشاء لان في الاخير سيكون الفارق بسيط ف الافضل طلب العشاء فيه عيب واحد موقع النزول حيث الارض تكون مائله والمواقف جدا صعبه	5
برنامج السهره رائع تكلفه الحفله 75 دولار للشخص شامل كل شي	4
لا تعليق	5
مكان جميل	4
مكان مرتب والأجواء كثير حلوى	5
قمة الفخامة والقمة الطيبة	5
جميل ولكن بعيد عن البحر	5
فلافل ووجبات سريعة	5
جميل وجلسات حلوة وموقع قريب من صخرة الروشة	5
مطعم في قلب المنطقة السياحية للعاصمة بيروت	4
سعره غالي و الكميات كبيره بس الفراخ مزيته شويه	3
نظيف دجاج طيب	4
موقع حلو ...ولكن عجقه ... فوضى	3
اروع مكان للدجاج	5
مكان المطعم على ساحل البحر في الروشة لكن ينقصه التبريد	3
ماعجبني لأكل و موظفة صندوق نمرودة	2
الروشي من اجمل الاماكن والجلوس في اطلاله تشرف عليها /بتريح النفس/	5
غير منظم واخطاء في الطلبات	1
جيد	4
موقع رائع	4
موقع مميز وطعام رائع	4
ممتاز	4
إنه درجة أولى ولذيذ جدا	5
ممتاز طعم الدجاج طازه	4
وجبات لذيذة في ماكن رائع	5
جيد جدا	5
طعم و مكان رائع	4
زدت نجم لاءنو اكلون بيشه	1
رائع ولذيذ	5
عادي	1
KFC موقع جميل في منطقة الروشة وقريب جدا من ساحل البحر ومقابل للصخرة .	4
طعم متميز وتنظيم عالي , بكل تأكيد الخدمة ذاتية ولكن الموظفون متعاونون بشدة	5
حلو بس الاسعار وصارو يبخلو علي الثوم والجبنه	1
لذيذ	4
بيروت	5
يعجبني	5
افضل مطعم KFC على الاطلاق	5
مكان رائع و طعم اروع .. وقريب من مجموعة مقاهي و مطاعم كورنيش الروشة ..	3
KFC ممتاز 	4
سر الطعم	5
كول وموت................................. من لذة الطعمه 	5
اكثر من رائع الله يحمي لبنان	5
عدد الموظفين قليل	3
طعم مميز	5
جيد	4
تعامل راقي	4
الموظفين ليسو على المستوى المطلوب	3
لذيذ	3
ممتاز	5
جيد	5
نظافه فائقه وخدمه جيده	5
موقع ممتاز 	4
جميل جدا 	5
ما بيأخذوا ك كارت شو هذا	1
تجربة الطعم .. روعة 	4
من اروع مطاعم مصر	5
اريد دجاجه 	5
جيد فقط	3
غالي	3
لاستقبال لا بأس الطعام سيئ جداً لا طعم ولا شكل ولا رائحة	2
مطعم ايطالي رائع جدا جدا في الحمرا بلبنان	5
رائع	5
رغم انو سعرها مرتفع بس كبيييير مميزة بكلشي	5
ممتاز بالنسبه للموقع و المكان و كانت هناك بعض السلبيات بالنسبه لشواحن الموبايلات لعدم توفره و تم طرح هذه النقطه مسبقاً و نشكر ادارة الفندق على اعادة تواصلهم معنا لمناقشة هذه السلبيه بعد عودتنا للديار و وضع حلول لها و اتمنى اعادة الزياره مره اخرى لهذا الفندق و معي شاحني الخاص 😜	4
الموظفون كلهم رائعين واحبهم جميعا ، كل شى راءع وحتى الطعام ممتاز وطيب جدا زوجتى وانا مكسنا 5 ايّام وكانت لنا اجمل ايّام في mövenpick 😘 وسوفى نعود ..	5
استمتعت باجمل الاوقات بل اللحظات بهذا المنتجع الرائع انة منتجع فاخر واشكر جميل العاملين كلهم متميزون وماهرون.	5
فندق جميل يحتوي على أماكن جيدة وقاعات تصلح للمحاضرات والاجتماعات	5
منتجع وفندق جميل جدا و ممتع ومتميز جدا وكادر الفندق متميزين مشكورين وهو من اجمل فنادق لبنان	5
المكان رائع اكثر مما كنا نتمنى الإدارة منظمة امان وتراتيب رائع امسينا فيه اجمل ايام شهر العسل شكرا للجميع مسيو معلوف المدير المهتم بالتفاصيل . SALAH& NADEEN	4
موقع ممتاز فيه شطاف للحمام الخدمة والتعامل ممتاز مريح لكن محتاج تجديد اللوبي صغير	4
تجربةرائعة مع شركة رائعة. التراميديكا... استاذ Samer Husami الغالي	5
جيد بس في عليه علامات استفهام كتير بدو ادارة جديدة بيمشي حالو حرام يستمر هيك لأنو كرمالو لورا ......	3
ممتاز جدا وخاصة مطعم برجع الحمام اطلالة رائعة واطيب لقمة وافضل معاملة	5
انا مندوب توزيع البان واجبان واوتيل موفنبيك اوتيل خمس نجوم وراءع جدا	5
انه من المنتجعات الفخمة وعلى البحر مباشرة	5
رائع جدا جدا ومميز ومطعم برج الحمام فيه رائع جدا وتعاملهم رائع بصراحه فندق متميز جدا ويطل على البحر مباشرة وهو في قلب بيروت وقريب من كل مكان في بيروت ونظافه اسثنائيه جدا ومواقف سيارات ومدخل رائع وواسع ومتوفر فيه ممرات مخصصه ل ذوى الاحتياجات الخاصه	5
روعا والله والموظفين كتير كتير محترمين ومعاملتون روعا	5
الخدمة جيدة جدا والكادر تعامله رائع	5
بصراحه خدمه ممتازة من اول من تتم لي الحجز من خلال التليفون الانسه مروه وبعد ذلك الاستاذ شربل مدير الاستقبال والانسه ريان في إتمام الحجز وجميع من بالفندق حتي المطعم ومدير المطعم لهم مني كل الاحترام	5
اجمل فنادق لبنان - بيروت	5
رائع جدا	5
موقع ممتاز وتعامل وخدمة لائقة	4
ممتاز لديه موقع جميل بجوار البحر	5
المكان علي البحر	4
فندق رائع والخدمة ممتازة واطلالة جميلة جدا علي البحر المتوسط	4
مكان مميز ورائع	5
